timestamp	accel_x	accel_y	accel_z	accel_mag	temperature	mag_x	mag_y	mag_z	azimuth	pitch	roll
1448135009806	1.046295166015625	4.34857177734375	8.735595703125	-6.04754923597933	0	-22.439575	-17.098999	-26.759338	105.92078	-24.832077	2.823385
1448135009847	1.767547607421875	4.830596923828125	9.34259033203125	-5.814015014895581	0	-22.31903	-17.399597	-26.638794	106.992645	-24.920694	2.8140361
1448135009887	2.38525390625	5.174560546875	8.90936279296875	-5.748376589923399	0	-22.079468	-18.119812	-26.399231	108.75314	-25.505297	3.0268075
1448135009927	1.59735107421875	4.2509765625	9.459228515625	-5.89411279205366	0	-21.418762	-18.959045	-26.098633	111.382324	-25.865204	2.6904755
1448135009967	1.001068115234375	3.980804443359375	9.33544921875	-6.022776302026777	0	-21.11969	-19.378662	-25.79956	112.700134	-25.963594	2.2029374
1448135010008	0.54522705078125	3.77252197265625	9.3782958984375	-6.105783208820652	0	-20.458984	-20.458984	-25.679016	115.26416	-26.13671	0.7649988
1448135010048	-0.55450439453125	3.079833984375	9.208099365234375	-6.381190687950106	0	-18.838501	-21.479797	-25.91858	119.32968	-26.995667	-1.2392526
1448135010088	-0.96392822265625	2.757293701171875	9.50921630859375	-6.4446687414657955	0	-18.539429	-21.479797	-25.91858	120.711365	-27.472816	-1.6853821
1448135010128	-1.70660400390625	3.480926513671875	10.743438720703125	-6.268555168391905	0	-16.738892	-23.638916	-25.19989	123.43442	-28.741377	-3.2530868
1448135010169	-0.615203857421875	4.211700439453125	10.167388916015625	-6.096628908731649	0	-15.779114	-24.35913	-25.079346	123.62085	-28.575384	-4.188296
1448135010209	-0.556884765625	5.3507080078125	9.82342529296875	-5.983348957345823	0	-13.55896	-25.679016	-24.659729	124.34674	-29.140984	-7.769124
1448135010249	-2.964630126953125	3.30596923828125	7.0931396484375	-7.079975940881173	0	-12.298584	-26.159668	-24.659729	125.73563	-30.159475	-10.413164
1448135010289	-3.416900634765625	2.42999267578125	10.802947998046875	-6.673543977669326	0	-10.798645	-27.23999	-24.539185	127.88614	-31.286278	-11.195155
1448135010330	-0.212921142578125	4.399749755859375	8.215484619140625	-6.2849081860529195	0	-9.899902	-28.079224	-23.81897	129.40082	-33.246616	-11.573695
1448135010370	-1.091278076171875	5.563751220703125	9.06646728515625	-6.127070080338046	0	-9.4192505	-28.678894	-23.458862	130.43622	-34.42629	-11.663933
1448135010410	-0.89013671875	5.63873291015625	8.662994384765625	-6.144416146590688	0	-7.499695	-30.599976	-21.359253	135.21954	-37.39373	-11.867388
1448135010450	-0.92584228515625	5.877960205078125	7.4263916015625	-6.288289393830559	0	-6.539917	-31.91986	-19.439697	138.60541	-39.32282	-12.658112
1448135010491	-0.60687255859375	5.71490478515625	6.25762939453125	-6.435300306841032	0	-4.8599243	-33.239746	-17.69867	142.64343	-40.809998	-13.445116
1448135010531	-0.47357177734375	5.26263427734375	8.07147216796875	-6.220441237763064	0	-4.1992188	-33.718872	-16.738892	147.41647	-41.43171	-14.315169
1448135010571	0.2381591796875	4.792510986328125	5.528045654296875	-6.557182233643617	0	-1.979065	-34.739685	-15.299988	149.64456	-41.925053	-15.209096
