timestamp	accel_x	accel_y	accel_z	accel_mag	temperature	mag_x	mag_y	mag_z	azimuth	pitch	roll
1448090690628	0.651275634765625	4.653411865234375	7.9235992431640625	-6.169528823467423	0	-23.417664	-9.483337	-28.10669	74.59119	-29.391361	5.037987
1448090690668	0.241851806640625	4.824798583984375	8.916213989257813	-6.0672331578885155	0	-20.518494	-10.331726	-29.266357	74.35251	-29.095762	4.4312153
1448090690709	0.860748291015625	4.558197021484375	8.468704223632813	-6.079986317830514	0	-19.836426	-9.312439	-28.935242	74.4418	-28.942636	3.7954779
1448090690749	0.308502197265625	4.617706298828125	7.9164581298828125	-6.222933354512928	0	-21.029663	-9.8220825	-29.101563	74.49042	-29.100487	3.4486425
1448090690789	0.470367431640625	4.615325927734375	8.528213500976563	-6.116897185361459	0	-20.007324	-10.5026245	-28.76892	74.46881	-29.101774	3.0021095
1448090690829	0.434661865234375	4.774810791015625	8.694839477539063	-6.077751366200411	0	-20.178223	-12.031555	-29.930115	74.51828	-29.093246	2.8276849
1448090690869	0.744110107421875	4.608184814453125	7.9164581298828125	-6.163970036394334	0	-20.347595	-11.181641	-28.437805	74.61301	-29.207388	3.0845723
1448090690909	0.099029541015625	4.679595947265625	8.373489379882813	-6.180015536877148	0	-20.518494	-9.992981	-28.271484	74.60898	-29.318188	2.8174384
1448090690950	0.491790771484375	4.634368896484375	8.756729125976563	-6.080625121670126	0	-21.711731	-9.8220825	-30.760193	74.43414	-29.334684	2.578812
1448090690990	0.567962646484375	4.777191162109375	8.659133911132813	-6.064369686440108	0	-20.007324	-10.5026245	-30.427551	74.39288	-29.350529	2.50333
1448090691030	0.022857666015625	4.708160400390625	8.361587524414063	-6.18822942875936	0	-20.178223	-11.691284	-30.262756	74.304016	-29.483356	2.122169
1448090691070	-0.155670166015625	4.834320068359375	8.299697875976563	-6.204052598740676	0	-20.518494	-9.992981	-29.266357	74.11838	-29.625687	1.6480173
1448090691110	0.465606689453125	4.905731201171875	8.832901000976563	-6.037748863167773	0	-20.518494	-9.992981	-30.262756	73.529785	-29.777678	1.2832173
1448090691151	0.172821044921875	4.529632568359375	7.5665435791015625	-6.303887166725937	0	-20.689392	-10.5026245	-30.096436	72.67062	-30.247622	0.44411102
1448090691191	-0.529388427734375	5.077117919921875	8.366348266601563	-6.21298374909214	0	-18.301392	-10.84137	-30.427551	71.968445	-30.632513	-0.6576336
1448090691231	0.263275146484375	5.000946044921875	8.402053833007813	-6.1098074680320416	0	-17.279053	-10.5026245	-31.091309	70.831116	-30.744484	-1.6972106
1448090691271	0.596527099609375	4.896209716796875	7.7046051025390625	-6.173785399866198	0	-18.301392	-10.1623535	-30.096436	69.332214	-31.225765	-2.7150419
1448090691311	-1.817169189453125	4.708160400390625	7.8045806884765625	-6.536191478207337	0	-17.449951	-10.671997	-31.25763	69.1969	-31.257988	-3.769927
1448090691351	0.182342529296875	5.153289794921875	9.218521118164063	-5.991609378467253	0	-14.72168	-13.050842	-31.588745	68.88611	-30.803173	-4.1937084
1448090691392	-1.231597900390625	4.703399658203125	7.3189849853515625	-6.521666706436177	0	-15.232849	-11.181641	-30.760193	68.222534	-30.796778	-5.071399
1448090691432	-1.481536865234375	4.681976318359375	7.8640899658203125	-6.480261259140116	0	-16.767883	-9.992981	-30.924988	68.10544	-30.614815	-5.2789183
1448090691472	-0.929290771484375	5.419891357421875	7.9307403564453125	-6.282207720133467	0	-14.039612	-9.992981	-31.91986	67.77347	-30.089811	-5.3234243
1448090691512	-0.986419677734375	4.341583251953125	9.013809204101563	-6.289644956454474	0	-14.039612	-10.671997	-32.58362	67.030304	-29.406025	-6.0993915
1448090691552	-1.755279541015625	4.408233642578125	7.4689483642578125	-6.625106252431051	0	-16.255188	-10.84137	-34.407043	66.86725	-29.376627	-6.9144545
1448090691593	-0.884063720703125	4.493927001953125	7.8593292236328125	-6.419980371981108	0	-14.039612	-8.972168	-33.247375	66.93088	-29.107765	-7.343873
1448090691633	-2.074249267578125	4.858123779296875	8.214004516601563	-6.4902949735706885	0	-14.550781	-9.483337	-34.075928	67.131226	-28.502508	-7.7061677
1448090691673	-1.962371826171875	4.748626708984375	7.8022003173828125	-6.552609342331278	0	-13.1866455	-10.84137	-32.417297	66.655945	-28.768316	-8.91812
1448090691713	-1.702911376953125	4.567718505859375	8.340164184570313	-6.459217244252375	0	-11.993408	-10.671997	-32.914734	65.86786	-28.690542	-9.72465
1448090691753	-2.295623779296875	4.553436279296875	8.521072387695313	-6.5234787887598005	0	-11.651611	-9.65271	-33.57849	64.98801	-28.677464	-10.52813
1448090691794	-2.176605224609375	4.389190673828125	9.113784790039063	-6.441132686348325	0	-9.436035	-8.123779	-34.407043	62.71472	-29.830555	-13.240183
1448090691834	-3.083526611328125	4.941436767578125	7.3285064697265625	-6.775689802389954	0	-8.92334	-8.972168	-35.23712	61.087402	-31.656454	-15.1832285
1448090691874	-3.193023681640625	5.039031982421875	7.9283599853515625	-6.680201387197593	0	-7.559204	-11.691284	-33.247375	58.486572	-33.667164	-17.51878
1448090691915	-2.885955810546875	5.155670166015625	6.6001129150390625	-6.828374476217791	0	-7.559204	-11.691284	-33.247375	57.02008	-34.85648	-18.56702
